Date,Open,High,Low,Close,Adj Close,Volume
2020-04-01,1122.000000,1129.689941,1097.449951,1105.619995,1105.619995,2344200
2020-04-02,1098.260010,1126.859985,1096.400024,1120.839966,1120.839966,1964900
2020-04-03,1119.015015,1123.540039,1079.810059,1097.880005,1097.880005,2313400
2020-04-06,1138.000000,1194.660034,1130.939941,1186.920044,1186.920044,2664700
2020-04-07,1221.000000,1225.000000,1182.229980,1186.510010,1186.510010,2387300
2020-04-08,1206.500000,1219.069946,1188.160034,1210.280029,1210.280029,1975100
2020-04-09,1224.079956,1225.569946,1196.734985,1211.449951,1211.449951,2175400
2020-04-13,1209.180054,1220.510010,1187.598022,1217.560059,1217.560059,1739800
2020-04-14,1245.089966,1282.069946,1236.930054,1269.229980,1269.229980,2470400
2020-04-15,1245.609985,1280.459961,1240.400024,1262.469971,1262.469971,1671700
2020-04-16,1274.099976,1279.000000,1242.619995,1263.469971,1263.469971,2518100
2020-04-17,1284.849976,1294.430054,1271.229980,1283.250000,1283.250000,1949000
2020-04-20,1271.000000,1281.599976,1261.369995,1266.609985,1266.609985,1695500
2020-04-21,1247.000000,1254.270020,1209.709961,1216.339966,1216.339966,2153000
2020-04-22,1245.540039,1285.613037,1242.000000,1263.209961,1263.209961,2092400
2020-04-23,1271.550049,1293.310059,1265.670044,1276.310059,1276.310059,1566200
2020-04-24,1261.170044,1280.400024,1249.449951,1279.310059,1279.310059,1639600
2020-04-27,1296.000000,1296.150024,1269.000000,1275.880005,1275.880005,1600600
2020-04-28,1287.930054,1288.050049,1232.199951,1233.670044,1233.670044,2951300
2020-04-29,1341.459961,1359.989990,1325.339966,1341.479980,1341.479980,3793600
2020-04-30,1324.880005,1352.819946,1322.489990,1348.660034,1348.660034,2668900
2020-05-01,1328.500000,1352.069946,1311.000000,1320.609985,1320.609985,2072500
2020-05-04,1308.229980,1327.660034,1299.000000,1326.800049,1326.800049,1504000
2020-05-05,1337.920044,1373.939941,1337.459961,1351.109985,1351.109985,1651500
2020-05-06,1361.689941,1371.119995,1347.290039,1347.300049,1347.300049,1215400
2020-05-07,1365.939941,1377.599976,1355.270020,1372.560059,1372.560059,1397600
2020-05-08,1383.130005,1398.760010,1375.479980,1388.369995,1388.369995,1386900
2020-05-11,1378.280029,1416.530029,1377.151978,1403.260010,1403.260010,1412100
2020-05-12,1407.119995,1415.000000,1374.770020,1375.739990,1375.739990,1390600
2020-05-13,1377.050049,1385.482056,1328.400024,1349.329956,1349.329956,1812600
2020-05-14,1335.020020,1357.420044,1323.910034,1356.130005,1356.130005,1603100
2020-05-15,1350.000000,1374.479980,1339.000000,1373.189941,1373.189941,1707700
2020-05-18,1361.750000,1392.324951,1354.250000,1383.939941,1383.939941,1822400
2020-05-19,1386.996948,1392.000000,1373.484985,1373.484985,1373.484985,1280600
2020-05-20,1389.579956,1410.420044,1387.250000,1406.719971,1406.719971,1655400
2020-05-21,1408.000000,1415.489990,1393.449951,1402.800049,1402.800049,1385000
2020-05-22,1396.709961,1412.760010,1391.829956,1410.420044,1410.420044,1309400
2020-05-26,1437.270020,1441.000000,1412.130005,1417.020020,1417.020020,2060600
2020-05-27,1417.250000,1421.739990,1391.290039,1417.839966,1417.839966,1685800
2020-05-28,1396.859985,1440.839966,1396.000000,1416.729980,1416.729980,1692200
2020-05-29,1416.939941,1432.569946,1413.349976,1428.920044,1428.920044,1820900
2020-06-01,1418.390015,1437.959961,1418.000000,1431.819946,1431.819946,1217100
2020-06-02,1430.550049,1439.609985,1418.829956,1439.219971,1439.219971,1278100
